,User_name,Review title,Review Rating,Review date,Review_body,Movie_name,Movie_ID
939,bappinath-86602,Bijoya,8,21 April 2020,"It's really outstanding movi. I am enjoy the movi.I know Joy is good actor but this movie her acting level outstandin.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Bijoya,tt9537054
940,dchatterjeetweets,Fabulous performances & a heart touching story,9,18 May 2020,"A must watch bengali movie. Don't miss it even if you have not seen the prequel 'Bisorjan'. The director ensures to connect the dots for those who have not seen the prequel.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Bijoya,tt9537054
941,senofcal,Faulty Storyline,6,13 January 2019,"The movie is a shadow of it's previous version, Bisorjon. The only redeeming feature is Abir Chatterjee's better acting compared to the earlier one. Kaushik Ganguly and Jaya Ahsan play their roles well.
The fault one lies in Ganesh Mondal being a severely disabled heart patient performing his daily chores with ease. He has to be on supplemental oxygen, but takes off the mask and behaves as a normal person.
Second, he and his family smuggle into India without any valid permit (passport). Then gets admitted to a Corporate Hospital without a passport, leave alone a Medical Visa, which is the basic prerequisite for admission. And the timeline of the event is quite recent as the money changing hand is after demonitization.
Being the only worthwhile director of Bengali movies, it's sad that he failed to get proper guidance from the research team giving him advice on this front.
                
                    2 out of 6 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Bijoya,tt9537054
942,ub-azizul-930-670637,Fantastic,8,19 May 2019,"It's a bit slow BUT it is what makes this so beautiful. Wonderful acting of Jaya Ahsan & Kaushik Ganguly.
This is a sequel of movie ""Bishorjon""
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Bijoya,tt9537054
943,adityamodak,Not up to my expectations,6,7 January 2019,"I was disappointed with the slow and complex discussions taken by the charecters in the film. ABIR's charecter was feeling helpless throughout the movie... The first part was the base of the film and was wonderfully executed.
                
                    3 out of 8 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Bijoya,tt9537054
944,Insane_Man,Sexual tickling all over there,2,25 February 2020,"Such a good casting but waste for the over showing of sexual tickling.
                
                    0 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Shah Jahan Regency,tt9468400
945,titonsahashuvo,Average I thik!,6,20 May 2019,"I was very delighted to see Abir & Parambrata on the same screen. Both of them acted well also. But, it seems to be nothing so much special to me. In the last it was little bit confusing also. It tried to deliver a message about life ""Nothing is stable in life"". Overall not so bad!
                
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Shah Jahan Regency,tt9468400
946,Dibyayan_Chakravorty,A 'Modern' Adaptation of The Acclaimed Novel,7,18 January 2019,"The 'modern' adaptation of Mani Shankar Mukherjee's acclaimed novel 'Chowringhee'.Direction: Usual Srijit Mukherji style, but could have been better.Acting: A mega star cast movie. Everyone performed so well. Notable mention - Swastika Mukherjee.Music: All of them are very much related to the movie plot and nice composition. Best track - ""Kichchu Chaini Aami"", the female version.***Minor Spoiler Part***The final conversation scene between Abir Chatterjee and Parambrata Chatterjee in the elevator was little confusing. Audience already found out what happened. Did they talk about anything else? We don't know, because only their expressions were shown on the screen with sad background score.",Shah Jahan Regency,tt9468400
947,pritypoddar,"Life in modern day Kolkata, all inclusive of it's beauty, ugliness and irony 😊",6,8 May 2020,"It is the second movie adaptation of the famous novel Chowringhee (1962) by Mani Shankar Mukherjee. The first movie adaptation was also titled Chowringhee (1968).Shot beautifully in relatively dim light, befitting the interiors of a posh and iconic city hotel, the movie covers all the nooks and corners of a hotel named 'Shah Jahan Regency' and different aspects of the lives of the people connected with it, starting from it's owners, to it's staff, to it's patrons and visitors.Subtly paced, the movie gives a well etched view of life in modern day Kolkata, all inclusive of it's beauty, ugliness and irony.It's a one of a kind movie that will keep you glued to the screen and leave you with a faint streak of dismay, establishing the fact that all that glitters is not gold and nothing in this life can be taken for granted.",Shah Jahan Regency,tt9468400
948,iabhikhr,A must watch.,1,23 June 2019,"One of the best movie with best actor. Can you imagine a movie with star like abir, prambrata and anirban ! Storyline, dialogue, song, its a masterpiece.
                
                    4 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Shah Jahan Regency,tt9468400
949,samrendra1263,"Exception Awesome, Tragic",1,28 May 2019,"Watched Shah jahan regency today awesome movie.Swastika Mukherjee is EXCEPTIONAL,Anjan Dutt in his small role is outstanding. Parambrata, Anirban, Abir are as good as ALWAYS. Songs , picturization every thing is great. Complex human relation thorough 4 diffrent story string togetherI loved chowrangee too
                
                    3 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Shah Jahan Regency,tt9468400
950,anjumhaz,An attempt to adapt Chowringhee,5,3 October 2021,"The movie is an adaptation of Shankar's acclaimed novel 'Chowringhee', though the context is changed to recent time.It's very hard to convey a 500 pages book's story with a two-and-a-half hours of clip. And the expectation from the director gets really high, since 'Chowringhee' has been receiving the praise from its readers for more than 50 years! But I don't know how many days people will remember 'Shah Jahan Regency'.The movie starts with promise. The first half kept me cheerful. I was meeting the characters from the book. Due to time consistency, only a few of the stories and characters got place in the movie. I missed the atmosphere of the book after the first half. The scenes seemed to adapt only the dramatic sides of Chowringhee and not the deep insights.All the actors and actresses played their roles nicely except Rittika Sen's acting felt very artificial to me. She played an important role- Suprita. Originally 'Sujata' of the novel. I was disappointed to discover that Suprita's character was anything but an adaptation of Sujata. Suprita is an air-hostess, I think they have to put an artificial smile on the face always for their profession, but meh, I didn't see any other natural side of the character.I would say, if you have read the book, no need to try the movie. Nothing can replace the amazing experience you get reading this book, spending hours to know the characters. (In my opinion, only a few directors can preserve the essence of a book in the movie. Rituporno Ghosh was one of them.) And if you try the movie, it might be an average experience for you.",Shah Jahan Regency,tt9468400
951,stndt97,Worst movie ever produced by this director.,1,24 March 2019,"Film is not just a collection of fake emotions or some pseudo-artistic expressive shots or frames. A film is NOT something which, despite of horrible making, can be enjoyed thoroughly. In order to be a good film, therefore, one need to take some special attention to the 'craft', to the building block of cinema, which present Bengali Cinema, along with Srijit Mukherjee lacks brilliantly.Watching a movie like this, you'd think, this director doesn't know, how to make shot counter shot, how to construct a story according to its internal logic, how to construct a scene according to the whole story. This whole film is the collection of ill made scenes, as I've said previously. The director failed pain strikingly even to tell a story in a cinematic way.Cinematic TRASH!
                
                    10 out of 24 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Shah Jahan Regency,tt9468400
952,shyamalmitra23,"Very Emotional Movie, awsome",1,27 December 2019,"Loved the way it's shows reality of life. I have seen the Uttam Kumar version, but that was not So moving as this one. Everyone must watch this once.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Shah Jahan Regency,tt9468400
953,mukherjeeatom,Its a Bengali Gem,8,19 February 2021,"I can't fathom how such a deep and efficiently executed movie can attract only 6.5 out of 10. Grow up people, think how craftily the creators stitched the lives of all those sad souls. I have not watched Chouragee, so can't really compare, but, to me it was a 2.5 hours of soulful storytelling.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Shah Jahan Regency,tt9468400
954,sidindkol,Nice Movie,8,18 June 2021,"Very well directed movie. All the actors specially Abir & Swastika has played very well.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Shah Jahan Regency,tt9468400
955,Vask-gs,Didn't like it,3,11 September 2019,"Very poor storyline. I am sry to say that i have wasted my time.
                
                    4 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Shah Jahan Regency,tt9468400
956,sayanroy-29436,I regret watching it,2,7 February 2020,"One of the worst film I have ever watched. Story line is extremely bad, extremely slow paced movie. It try to create emtion time to time and miserably fails.
Only good thing about this movie is every one acted well, specially Swastika.
                
                    1 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Shah Jahan Regency,tt9468400
957,arijitchowdhury-60221,Simply Wonderful,1,11 February 2020,"Potrays Different Personalities Under A Common Roof And Shows How Things Changes With Time. Nice Story. A Must-Watch Film. The Film Also Gives You A Nostalgic Feeling About Kolkata.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Shah Jahan Regency,tt9468400
958,arijitchowdhury-60221,Simply Wonderful,1,11 February 2020,"A Must Watch Film, Great Plot, Shows How Things Change With Time.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Shah Jahan Regency,tt9468400
959,neilsc-48285,Worth a watch,7,28 November 2019,"This movie is a modern day adaptation of Chowranghee, with the taste of today's Kolkata, it's hotel culture, super fancy and poshy lifestyle and the consequences comes along them. You can expect the normal Srijit Mukherjee kinda direction in this movie too, a set of some really good cinematic shots will surely amaze you.
Here in this movie 4 different stories of different people revolves around a Hotel, named Shah jahan regency. Though there are many loopholes, many imperfections in the script but the sadist storyline and the power of consecutive deaths in the script keep the audience glued to their seats. (Spoiler alert)
Coming to the star cast and acting perspectives, this movie surely has a number of very strong and sharp castings, however I felt like Rittika Sen should have done this better.
In brief, this film is surely not the perfect improvised and modernized version of 1968 Chowranghee, but this surely worths a watch.",Shah Jahan Regency,tt9468400
960,alankritaadasgupta,A movie with no motive,2,10 August 2019,"Dissappointed with the storyline. It was blank and pointless. Why did I waste my time.
                
                    3 out of 5 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Shah Jahan Regency,tt9468400
961,smsaikat,Tragedy,5,21 May 2019,"A little bit slow, a lot of tragedy happened very fast at 2nd half
                
                    0 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Shah Jahan Regency,tt9468400
962,namrathasitha,Shahjahan Regency,8,15 March 2020,"Shahjahan Regency
There are some movies which are just mere watches but there are some which just stay with you always.
This movie is of of a novice who joins a hotel and his experience of how a hotel functions and how each room has a story to tell.
The emotions, dilemma, etc are are seen and captured wonderfully through all its multi-starer cast .
More and more can be said but this movie has to be seen for its exceptional acting, accurate and precise screenplay and not to forget the very engaging ,
personal and microscopic cinematography.
Life goes on is the very crux of this masterpiece.
A marvelous ode to the city of joy.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Shah Jahan Regency,tt9468400
963,arabindakrbanerjee,"Story line, Acting and Direction! A movie worth watching over and over.",1,3 June 2020,"I just love how the story involving so many evolves with all its extremely unpredictable turning points.
I love how the cast includes some of the finest actors/actress of the bengali movie industry of present time and how they have outperformed themselves.
I have been re-watching this movie whenever i feel like it's been some time since I last saw it and when i have some time to spare..Shah Jahan Regency, the movie, made me feel things as if i was the one being portrayed on screen. I just find it very soothing to watch every time.Especially if you're fond of the city and the culture, chances are you'll thoroughly enjoy this, too.I do honestly hope i get to see more movies of this kind by similar cast working together.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Shah Jahan Regency,tt9468400
964,th-arup,Awesome,9,13 May 2019,"Great storyline with messages..
Awesome acting by everybody. Thanks to the whole unit for presenting us such thrills.
Amra achi
#bangla_cinema_jugjug_jio 🤘
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Shah Jahan Regency,tt9468400
965,puchu3012,Classical Srijit,8,16 February 2020,"I liked it, dint expect anything extraordinary! But the movie managed to keep me engaged for 2 N half hours....
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Shah Jahan Regency,tt9468400
966,tanvir-21553,Poor adaptation of the Novel Chourangi,3,13 August 2021,"Bad movie. Very poor storyline. He just destroyed a wonderful story with unnecessary dialogues. Most of the renouned actors-actresses has done over acting. So poor direction I say.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Shah Jahan Regency,tt9468400
967,avimanyu-89520,Human emotion is so much complex...,9,18 January 2019,"The movie is an expression of human emotion on the basis of four different stories but in the same platform.The director has successfully created a virtual yet realistic world(hotel) through which the characters potray the abstract truth of love, emotion and romanticism. Apart from Abir Chatterjee all of the crew members have done a fantastic job. Parambrata Chatterjee has been outstanding throughout the film. He even outclasses a dignifed actor like Anirban Chatterjee in certain scenes and last but not the least Srijit has discovered Swastika Mukherjee in a new way. Her screen presence, acting, dialogue delivery outclasses all. It's beyond 'outstanding', beyond any comments. 9/10
                
                    8 out of 12 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Shah Jahan Regency,tt9468400
968,tamojeethitk,Saddist,1,20 January 2019,"Again not a very good one from Srijit. A poor script, but has hold the audience because of the saddist plot.
                
                    1 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Shah Jahan Regency,tt9468400
969,iamaditisengupta,Awesome,1,2 May 2020,"This film neither contain any high lyrics music nor any power-pack action scenes. What it contains is a strong content,lots of emotion,and a beautiful bgm. This film shows true love towards our dear ones. It also shows the dark secrets of politics.I will not tell about any character's acting.Just watch this movie and feel it. Beautifully directed movie by indradip. A big thanks for all of them who work hard and present such a great story for all movie lovers
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Kedara,tt9466848
970,yashcyclist,Average,5,31 May 2020,"An average movie with highly talented acting. Don't expect high cinematic plot or modern effect of vfx. kousik and Rudranil is awsome.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Kedara,tt9466848
971,shuvamdasgupta,Pretentious...,4,14 May 2020,"This movie is an example of how a movie is made to look like it is a movie with lot of substance but in reality nothing but a pretentious work that does not leave a mark at all. Really bad script, overacting Of Rudranil, really bad acting of all the side actors. One man who tried hard is Kaushik Ganguly, but because of the bad direction he also does not stand out. Indradrep Dasgupta is a really good music director, and he should stick to that only.
                
                    1 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Kedara,tt9466848
972,ashesm-37309,Ganguly excellent,8,5 May 2020,"Not the run if the mill movie but reminded me of the days of Bengali productions being leaders in cinema.It makes you think and follow the lead from Mr Ganguly as he leads you through a story where you learn of his failings and how the Zamindari armchair, Kedara, affords him the courage to actually lose our political correctness and say what he feels he should.It may be a bit slow for some but the performances of Ganguly and Rudranil to me was worth the couple of hours.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Kedara,tt9466848
973,ani_b20,Bow to Kaushik Ganguly,8,16 August 2020,"Kaushik Ganguly's strong acting and wonderful storytelling gets full mark. Downsides - rudranil's weak acting, the reason for dispute with the club goons is not convincing enough...it could have been portrayed in a reasonable manner...but Kaushik da as usual mind blowing...
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Kedara,tt9466848
974,roy-77225,👍,4,6 May 2020,"The movie did not go the way you thought it would.
Otherwise lovely acting Mr.Ganguly.",Kedara,tt9466848
975,debasishpauljgd,Very nice,9,16 May 2020,"The mind-blowing story and mind-blowing acting of kausik Ganguly is really awesome to watch. Go and enjoy the creation of Bengali film.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Kedara,tt9466848
976,neelroysuri,A fabulous story!,8,18 July 2020,"After a long time I saw such a heart touching movie. The whole story is so realistic, the story of the failed people, at the end of the day we all somehow fail it is told very straightforwardly in this story and the acting is also superz!!!
This film also shows very well that talent is lost due to lack of proper space...
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Kedara,tt9466848
977,indranilmghs,Entertaining Movie.,9,13 October 2019,"Nice theme.Total entertainment.Everything praiseworthy.
                
                    4 out of 8 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Bibaho Obhijaan,tt9461494
978,supersubhadeep,3rd class movie can make you mad.,1,13 October 2019,"Worst movie, poor acting , worst script full of mocking on communism. a comedy film that has no comedy element . time waste money waste.
                
                    6 out of 12 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Bibaho Obhijaan,tt9461494
979,adityakripalani,Such an inspiring indie.,8,10 November 2019,"There a scene in the film where two men, completely high, perform what can only be called a poetic dance as they try to find places on each other to jab their needles into. It's one of the most beautiful, moving scenes I've seen in a long while. The film is full of the feebleness and vulnerability of users, the innocence and childlike state of mind and being of users, the users in this film are grown up men but also lost little boys, who you want to go give a hug to every once in a while. Even murder is accidental because they're not even really aware. Everything is an impulse untempered by a rational reigning in. Performances were stellar. Saurabh, with the way he uses language and his eyes, conveying so much, tanmay as the man in the lungi, so at ease with that lungi that it remains in your mind hours later, the way he deals with it. Ronny and his last ditch effort to save himself and his friend who lands up seeing a man die as a crow leaves his head, the religious ritual both mocked and completed at once.
Shreya Dev Dube has done an absoluteky beautiful job with the camera. An artist. Ronnie Sen, looking forward to more! Loved the film.",Cat Sticks,tt9348546
980,kaustavthegodfather,"A film abour heroin addicts in Kolkata, India",6,23 November 2019,"Cat Sticks by director Ronnie Sen is a black and white film based in contemporary Kolkata, the capital of West Bengal. The film doesn't have a storyline in the sort of way like requiem for a dream, but is a more candid look in the lives of who are drug addicts. There are scenes which are stark cold and ironic like the father who does dope in front of their son, while the TV is singing some old bollywood song. He later after having put his son to bed, goes our trafficking and looking for money. Next we have the middle aged heroin dealer who is part of the narcotics and customs but sells them to college students. They have an almost satirical conversation, with many insider jokes and topics including the brutality of the police on suspects. And we have protagonist figure two friends who settle in an abandoned flight to smoke heroin. There story has a wider prtion that the other two.I felt the characters lacked depth and were in essence following one scene to the other in apt repetition of their drug abuse. The camera had better coverage on the whereabouts and obfuscates certain alleys trying to capture a noirish atmosphere.Though uncertain with their lives they live on the edges of drug abuse and poverty, struggling with losses. The film somehow doesn't make the audience engage to their inner feelings, so it is hard to feel any sympathy for them. Overall an honest effort.",Cat Sticks,tt9348546
981,msunando,Some aspects of culture are not expendable,8,24 April 2020,"Mahalaya (Bengali film on YouTube) - There are some things eternal, etched in our ethos, culture and hearts, rooted into our very existence. These aren't expendable or awaiting the mercy of a transformation to keep pace with times. They humbly yet fascinatingly transcend the boundaries of time and the numerous generations like an heirloom. ""Mahishasuramardini"" (Mahalaya, in the common parlance) is one such achievement of the quintessential Bengali culture - it is the oldest running radio programme of Akashvani (All India Radio) that has withstood the many challenges, trials and tribulations of time but stands rock solid in its place in our hearts. Originally written in 1931 by Bani Kumar, its music was composed by Pankaj Kumar Mullick and has Chandipath and other narration by the irrepressible Birendra Krishna Bhadra. The annual playback of the Mahishasuramardini's devotional songs and chants stand as a harbinger of the Durga Puja season, and despite many attempts by the scores of television channels, Bengalis across the world prefer to listen to this program that heralds the invocation of the Goddess in early autumn.Mahalaya, the film is produced by Prasenjit and directed by Soumik Sen. It describes an ill fated and botched attempt by the ministry of broadcasting to replace the program with a more shiny, newer version having roped in the best musical talent of the country across Calcutta and Bombay in 1976. The responsibility of scoring the music was given to Hemanta Mukherjee, who was eager to move out of the shadow of his mentor and guru, Pankaj Kumar Mullick, and he convinced Manna Dey, Lata Mangeshkar and Asha Bhonsle to sing for it. The biggest coup was to bring on board Uttam Kumar, the mahanayak and superstar of Bengali cinema to replace Birendra Krishna Bhadra as the narrator. Although initially unconvinced about his own ability, he agreed to the experiment after meeting his predecessor and seeking his blessings. However, the attempt met with a colossal failure as the listeners thumbed down the version immediately, and Uttam Kumar himself admitted that his own rendition didn't quite foster the effect of the usual curtain raiser for Durga Puja. It led to All India Radio to quickly backtrack and play the original version as if for tendering an apology to the nation on the day of Shashthi theatre same year, thus placating the angered Bengali audience.Subhashis Mukherjee plays Birendra Krishna Bhadra with a masterful elan, Subhamoy Chatterjee plays Pankaj Kumar Mullick with authority, Saptarshi Roy acts out Hemanta Mukherjee living the conflict and complex and Jishu shines as Uttam Kumar. Mahalaya is a must watch film for all generations to connect to the roots and take pride in our culture.",Mahalaya,tt9179414
982,pndnath,Love it,9,13 July 2020,"Fast of all i know something throughout this flim like the history of mahalaya and also respect. The actors are play a good roll to tell the story. That's all for today
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Mahalaya,tt9179414
983,santusarkar-91819,Proud to be a bengali...!!,9,19 October 2020,"The ending gave me goosebumps...
Watched it during pujo and i can't explain thr burst of emotions after watching it..
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Mahalaya,tt9179414
984,sutradharbikram-46733,Topnotch topic portrayed in a realistic and touching style,1,11 August 2020,"Well since my childhood, I have been listening 'The mohisashurmordini' in Birendra sir's voice.Such a touchy and exceptionally enjoyable voice! Thanks to this movie for helping me to identify the person,not only through his voice but also through his humbleness and positivity. It's a must watch movie.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Mahalaya,tt9179414
985,jes_ur,"Great movie, direction, script and casting was superb!",9,10 August 2020,"A must watch movie. One of the very good movies in recent times. All the actors nailed their roles.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Mahalaya,tt9179414
986,sweetdav,Exceptional movie on 'Bengali literature',1,19 September 2020,"Marvelous movie .Subhasis Mukherjee acts very well. A worth full historical collection by Prasenjit Chatterjee.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Mahalaya,tt9179414
987,suprabhattacharya,A mature work from window production,8,30 May 2020,"Based on Bibhuti Chatterjee's fight with cancer, the director duo of Shibu-Nondita has brought to screen a glorious tale of hope, emotion and redemption. Konttho is a triumph of poignant story telling .The film explores the trials and tribulation of Arjun the RJ who has lost his voice due to cancer, and his struggle to resume his career. The film vividly portrays the depression, anger, denial of Arjun after losing his voice and parallely the impact of him on his family who were supportive and sympathetic .
Konttho is rich but not overindulgent on emotion i.e devoid of synthetic emotions and overdamatic situations.The originality of the film depends on the simple dialogues which is one of the strongest department of this Shibu-nandita duo especially the dialogues of Romila the voice therapist of Arjun .Her dialogues have been written with enviable simplicity. The performances have been pillars of the film.
Paran Bandhopadhay and Koneenica Banerjee are effective in their short roles.Paoli Dam with her usual grace has made her role as a grieving, sensible and supportive wife more relevant.
Shiboprasad has been at his best portraying a large range of emotions effortlessly,he made the role of Arjun his own with acute precision.He makes his character speak with silence and convey with his expressive eyes.
As I already said,the dialogues written for Romila the voice therapist are very relevant and an example of excellent dialogue writing,but that would have been not so much effective if Jaya Hasan was not chosen to play that role. She was radiant and has left no stone unturned to bring life to the character she is playing.The performance of Jaya Hasan has pioneered the second half of the film.The film's credit lies in the approach of a sensitive topic with sheer simplicity.
The film's technical department has done a commendable work and so has the sound mixing department.Konttho is the most mature film from the director duo and really a film worth remembering.",Konttho,tt9110380
988,yashcyclist,I am fully speechless,1,24 April 2020,I never imagined that a movie named KONTO would make me speechless. What an outstanding movie. just superb. Every character is outstanding at their acting. Thanks Shiboprasad sir for presenting such a marvellous movie.,Konttho,tt9110380
989,nanuralamna-60106,Unique content .,9,23 April 2020,"Speechless...👌👌👌👌👌👌👌👌👌
Only two reason unique content and great acting.",Konttho,tt9110380
990,amarufa-92390,The direction that was needed to make this film praisworthy was not found in this movie,6,3 August 2020,"I am not a hater of predictable drama movies but I have to say that the direction it needs to make these types of film marvellous absent here...except that fact the songs were truly awesome and the movie did not make justice to its songs.
                
                    0 out of 0 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Konttho,tt9110380
991,Kaushal_Kumar_singh,A Powerful Emotional Story,9,2 June 2019,"An untouched realistic unfold truth Story. Shiboprasad Sir has a Master piece sense of Acting Direction etc. Actress Jaya Ahsan has acted lively and made her character immortal. She has, no doubt, ability to adapt as well as live the characters. Shiboprasad has given his best. Pioli Dam is as usual wife. This movie impressed me in every aspects.
Being an Actor, I wish to act with Jaya Ahsan and shiboprasad Sir if I get chance and considered in a character.
                
                    3 out of 3 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Konttho,tt9110380
992,dasdip-55972,A must watch movie,1,13 May 2019,"Watched the movie thrice....full of emotions and drama... A must watch film for everyone
                
                    7 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Konttho,tt9110380
993,priyanshupaul23,Inspiring and must watch,9,19 May 2019,"The movie is about trusting your own self to overcome your deepest turmoil in lives.One of the most inspiring stories to have ever come across and gives a wonderful message of NO SMOKING
                
                    2 out of 2 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink",Konttho,tt9110380
994,kinshasanakamura,SHIBOPROSAD DELIVERS AN ONCE IN A LIFETIME PERFORMANCE,9,19 May 2019,"Pronounced Kawn-ThoDirector: Shiboprosad Mukherjee, Nandita Roy
Year: 2019
Genre: Drama
As with all other film industries, and maybe more than many others, Tollywood is ridiculed for its disappointing remakes and predictable action flicks, but even with dozens of soulless flicks being produced, directors like Shiboprosad and Nandita are keeping the artistic, beautiful storytelling alive, and they deserve a boatload of credits for their attempts.I have seen most of Shiboprosad and Nandita's combined directorial movies, and 'Kontho', to me is the best amongst all of the movies they ever made. And this comes from a fan of other films they made, full of soul and beauty; Indeed, 'Kontho' is on a different level.In the age of devastation caused by Cancer, 'Kontho' tries to give the affected a hope to survive, especially those afflicted by throat cancer. The leading character here, RJ Arjun (a radio jockey), suffers throat cancer and an operation removes his larynx. The story that continues is a tremendous showing of how quickly the diseased can come back when they are kept mentally warm.Shiboprosad, the co-director himself, plays the lead role of RJ Arjun, making a grand comeback to acting after an inexplicable hiatus (the role in 'Haami' wasn't a lead role, ofcourse). When the movie starts, He plays the role of a RJ perfectly, mesmerizing us with his voice and his speaking skills, all while we see him helping people out mentally, through the voice of the radio, including saving a girl from an immediate suicide.Although Arjun brings happiness to the listeners of his show, and his family and friends are close to him, his quarter-century year long smoking habit results in throat cancer, and a surgery saves his life while taking away his biggest asset, his voice. His character then rapidly changes, playing emotionally volatile as a man would be under such circumstances.Shiboprosad brings his full might into this power-packed performance, earning sympathy and admiration from the viewers. He shows such tremendous comfort as a 'speechless' man that it seems almost magically real. One of the best single performances I have ever seen, and I hope he gets some much-deserved awards for this performance.Obviously, Arjun couldn't have succeeded without the help of his family and friends. Paoli Dam plays his wife, showing love and concern for her husband, while also showing childish envy towards his speech teacher Romila Chowdhury (Jaya Ahsan). This Romila helps Arjun in the most unpredictable yet highly accurate ways, and feels an attraction towards him at the end. Koneenica Banerjee plays Indrani, a friend who vows to never 'leave Arjun alone' and keeps his promise.Comedy is an influential part of this film. Pritha's father joking about the financial instability of RJs was pretty funny. The iconic veteran Paran Bandopadhyay and fellow veteran Chitra Sen brings more humor into the fray.This redemption-based story couldn't have survived without a few twists or two, one of which links Arjun to Romila in a clever way. Again, the story is sometimes predictable and drags somewhat in the second half, but the knock-out ending throws away the little drag to a considerable distance.The background music is fitting to the scenes needing it, especially a recurring theme. And the songs, one of which I presume is by Anupam Roy are excellent to listen to.If you like Bengali or regional movies, then do watch this, atleast for this once in a lifetime performance by Shiboprosad.CONCLUSION: 'Kontho', an admirable story of a cancer survivor never giving up, is fueled by Shiboprosad's performance of a lifetime, and beauty to help us smile.4.3/5",Konttho,tt9110380
